Filename,Predictions
179/015__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland"
179/016__10 Rappen_switzerland.jpg,"10 Rappen,Swiss Franc,switzerland"
179/027__10 Rappen_switzerland.jpg,"5 Rappen,Swiss Franc,switzerland"
18/003__20 Pence_united_kingdom.jpg,"20 Pence,British Pound,united_kingdom"
18/004__20 Pence_united_kingdom.jpg,"20 Pence,British Pound,united_kingdom"
18/042__20 Pence_united_kingdom.jpg,"20 Pence,British Pound,united_kingdom"
18/059__20 Pence_united_kingdom.jpg,"20 Pence,British Pound,united_kingdom"
180/006__20 Rappen_switzerland.jpg,"20 Rappen,Swiss Franc,switzerland"
180/016__20 Rappen_switzerland.jpg,"20 Rappen,Swiss Franc,switzerland"
180/017__20 Rappen_switzerland.jpg,"20 Rappen,Swiss Franc,switzerland"
180/031__20 Rappen_switzerland.jpg,"20 Rappen,Swiss Franc,switzerland"
181/003__1 2 Franc_switzerland.jpg,"1 Franc,Swiss Franc,switzerland"
181/006__1 2 Franc_switzerland.jpg,"1 2 Franc,Swiss Franc,switzerland"
181/010__1 2 Franc_switzerland.jpg,"1 2 Franc,Swiss Franc,switzerland"
181/019__1 2 Franc_switzerland.jpg,"1 2 Franc,Swiss Franc,switzerland"
182/001__1 Franc_switzerland.jpg,"2 Francs,Swiss Franc,switzerland"
182/002__1 Franc_switzerland.jpg,"2 Francs,Swiss Franc,switzerland"
182/009__1 Franc_switzerland.jpg,"2 Francs,Swiss Franc,switzerland"
182/019__1 Franc_switzerland.jpg,"2 Francs,Swiss Franc,switzerland"
183/009__2 Francs_switzerland.jpg,"2 Francs,Swiss Franc,switzerland"
183/010__2 Francs_switzerland.jpg,"2 Francs,Swiss Franc,switzerland"
183/015__2 Francs_switzerland.jpg,"2 Francs,Swiss Franc,switzerland"
183/022__2 Francs_switzerland.jpg,"2 Francs,Swiss Franc,switzerland"
184/020__5 Francs_switzerland.jpg,"5 Francs,Swiss Franc,switzerland"
184/021__5 Francs_switzerland.jpg,"50 Forint,Hungarian Forint,hungary"
184/023__5 Francs_switzerland.jpg,"2 Baht,Thai Baht,thailand"
184/025__5 Francs_switzerland.jpg,"5 Francs,Swiss Franc,switzerland"
185/015__1 2 Dollar_taiwan.jpg,"1 2 Dollar,taiwan Dollar,taiwan"
185/016__1 2 Dollar_taiwan.jpg,"1 2 Dollar,taiwan Dollar,taiwan"
185/018__1 2 Dollar_taiwan.jpg,"1 2 Dollar,taiwan Dollar,taiwan"
185/023__1 2 Dollar_taiwan.jpg,"1 2 Dollar,taiwan Dollar,taiwan"
186/009__1 Dollar_taiwan.jpg,"1 Dollar,taiwan Dollar,taiwan"
186/020__1 Dollar_taiwan.jpg,"1 Dollar,taiwan Dollar,taiwan"
186/023__1 Dollar_taiwan.jpg,"10 Dollars,taiwan Dollar,taiwan"
186/026__1 Dollar_taiwan.jpg,"1 2 Dollar,taiwan Dollar,taiwan"
187/007__5 Dollars_taiwan.jpg,"5 Dollars,taiwan Dollar,taiwan"
187/012__5 Dollars_taiwan.jpg,"10 Dollars,taiwan Dollar,taiwan"
187/017__5 Dollars_taiwan.jpg,"5 Dollars,taiwan Dollar,taiwan"
187/034__5 Dollars_taiwan.jpg,"5 Dollars,taiwan Dollar,taiwan"
188/011__10 Dollars_taiwan.jpg,"5 Dollars,taiwan Dollar,taiwan"
188/025__10 Dollars_taiwan.jpg,"50 Cents,New Zealand dollar,new_zealand"
188/026__10 Dollars_taiwan.jpg,"10 Dollars,taiwan Dollar,taiwan"
188/028__10 Dollars_taiwan.jpg,"10 Dollars,taiwan Dollar,taiwan"
189/006__20 Dollars_taiwan.jpg,"20 Dollars,taiwan Dollar,taiwan"
189/018__20 Dollars_taiwan.jpg,"20 Dollars,taiwan Dollar,taiwan"
189/027__20 Dollars_taiwan.jpg,"20 Dollars,taiwan Dollar,taiwan"
189/029__20 Dollars_taiwan.jpg,"20 Dollars,taiwan Dollar,taiwan"
19/003__50 Pence_united_kingdom.jpg,"50 Pence,British Pound,united_kingdom"
19/042__50 Pence_united_kingdom.jpg,"50 Pence,British Pound,united_kingdom"
19/048__50 Pence_united_kingdom.jpg,"50 Pence,British Pound,united_kingdom"
19/052__50 Pence_united_kingdom.jpg,"50 Pence,British Pound,united_kingdom"
190/005__50 Dollars_taiwan.jpg,"50 Dollars,taiwan Dollar,taiwan"
190/015__50 Dollars_taiwan.jpg,"50 Dollars,taiwan Dollar,taiwan"
190/016__50 Dollars_taiwan.jpg,"50 Dollars,taiwan Dollar,taiwan"
190/024__50 Dollars_taiwan.jpg,"50 Dollars,taiwan Dollar,taiwan"
191/009__1 Satang_thailand.jpg,"5 Satang,Thai Baht,thailand"
191/015__1 Satang_thailand.jpg,"1 Satang,Thai Baht,thailand"
191/028__1 Satang_thailand.jpg,"1 Satang,Thai Baht,thailand"
191/030__1 Satang_thailand.jpg,"50 Satang,Thai Baht,thailand"
192/002__5 Satang_thailand.jpg,"5 Satang,Thai Baht,thailand"
192/003__5 Satang_thailand.jpg,"5 Satang,Thai Baht,thailand"
192/018__5 Satang_thailand.jpg,"1 Satang,Thai Baht,thailand"
192/023__5 Satang_thailand.jpg,"10 Satang,Thai Baht,thailand"
193/005__10 Satang_thailand.jpg,"10 Satang,Thai Baht,thailand"
193/010__10 Satang_thailand.jpg,"10 Dollars,taiwan Dollar,taiwan"
193/032__10 Satang_thailand.jpg,"5 Satang,Thai Baht,thailand"
193/036__10 Satang_thailand.jpg,"5 Satang,Thai Baht,thailand"
194/005__25 Satang_thailand.jpg,"25 Satang,Thai Baht,thailand"
194/011__25 Satang_thailand.jpg,"25 Satang,Thai Baht,thailand"
194/030__25 Satang_thailand.jpg,"25 Satang,Thai Baht,thailand"
194/036__25 Satang_thailand.jpg,"25 Satang,Thai Baht,thailand"
195/007__50 Satang_thailand.jpg,"50 Satang,Thai Baht,thailand"
195/008__50 Satang_thailand.jpg,"50 Satang,Thai Baht,thailand"
195/009__50 Satang_thailand.jpg,"50 Satang,Thai Baht,thailand"
195/030__50 Satang_thailand.jpg,"50 Satang,Thai Baht,thailand"
196/011__1 Baht_thailand.jpg,"1 Baht,Thai Baht,thailand"
196/016__1 Baht_thailand.jpg,"1 Baht,Thai Baht,thailand"
196/030__1 Baht_thailand.jpg,"1 Baht,Thai Baht,thailand"
196/034__1 Baht_thailand.jpg,"1 Baht,Thai Baht,thailand"
197/001__2 Baht_thailand.jpg,"2 Baht,Thai Baht,thailand"
197/011__2 Baht_thailand.jpg,"2 Baht,Thai Baht,thailand"
197/016__2 Baht_thailand.jpg,"2 Baht,Thai Baht,thailand"
197/034__2 Baht_thailand.jpg,"2 Baht,Thai Baht,thailand"
198/002__5 Baht_thailand.jpg,"5 Baht,Thai Baht,thailand"
198/021__5 Baht_thailand.jpg,"5 Baht,Thai Baht,thailand"
198/026__5 Baht_thailand.jpg,"5 Baht,Thai Baht,thailand"
198/030__5 Baht_thailand.jpg,"5 Baht,Thai Baht,thailand"
199/004__10 Baht_thailand.jpg,"10 Baht,Thai Baht,thailand"
199/018__10 Baht_thailand.jpg,"10 Baht,Thai Baht,thailand"
199/030__10 Baht_thailand.jpg,"1000 Rupiah,Indonesian Rupiah,indonesia"
199/031__10 Baht_thailand.jpg,"10 Baht,Thai Baht,thailand"
2/008__2 Cents_australia.jpg,"2 Cents,Australian dollar,australia"
2/016__2 Cents_australia.jpg,"2 Cents,Australian dollar,australia"
2/023__2 Cents_australia.jpg,"2 Cents,Australian dollar,australia"
2/025__2 Cents_australia.jpg,"2 Cents,Australian dollar,australia"
20/015__1 Pound_united_kingdom.jpg,"50 Pence,British Pound,united_kingdom"
20/033__1 Pound_united_kingdom.jpg,"1 Pound,British Pound,united_kingdom"
20/049__1 Pound_united_kingdom.jpg,"1 Pound,British Pound,united_kingdom"
20/059__1 Pound_united_kingdom.jpg,"1 Pound,British Pound,united_kingdom"
200/017__1 Kurus_turkey.jpg,"1 Kurus,Turkish Lira,turkey"
200/021__1 Kurus_turkey.jpg,"1 Kurus,Turkish Lira,turkey"
200/023__1 Kurus_turkey.jpg,"10 Kurus,Turkish Lira,turkey"
200/029__1 Kurus_turkey.jpg,"10 Kroner,Norwegian Krone,norway"
201/005__5 Kurus_turkey.jpg,"5 Kurus,Turkish Lira,turkey"
201/024__5 Kurus_turkey.jpg,"5 Kurus,Turkish Lira,turkey"
201/028__5 Kurus_turkey.jpg,"10 Kurus,Turkish Lira,turkey"
201/031__5 Kurus_turkey.jpg,"1 Cent,Canadian Dollar,canada"
202/001__10 Kurus_turkey.jpg,"10 Kurus,Turkish Lira,turkey"
202/012__10 Kurus_turkey.jpg,"10 Kurus,Turkish Lira,turkey"
202/013__10 Kurus_turkey.jpg,"1 Sen,Malaysian Ringgit,malaysia"
202/024__10 Kurus_turkey.jpg,"10 Kurus,Turkish Lira,turkey"
203/013__25 Kurus_turkey.jpg,"25 Kurus,Turkish Lira,turkey"
203/019__25 Kurus_turkey.jpg,"25 Kurus,Turkish Lira,turkey"
203/031__25 Kurus_turkey.jpg,"1 Centavo,Brazilian Real,brazil"
203/033__25 Kurus_turkey.jpg,"10 Sentimos,Philipine peso,philippines"
204/005__50 Kurus_turkey.jpg,"50 Kurus,Turkish Lira,turkey"
204/010__50 Kurus_turkey.jpg,"50 Kurus,Turkish Lira,turkey"
204/023__50 Kurus_turkey.jpg,"50 Kurus,Turkish Lira,turkey"
204/036__50 Kurus_turkey.jpg,"50 Kurus,Turkish Lira,turkey"
205/007__1 Lira_turkey.jpg,"1 Lira,Turkish Lira,turkey"
205/008__1 Lira_turkey.jpg,"1 Euro,Euro,spain"
205/011__1 Lira_turkey.jpg,"1 Lira,Turkish Lira,turkey"
205/024__1 Lira_turkey.jpg,"1 Lira,Turkish Lira,turkey"
206/004__1 Cent_usa.jpg,"1 Cent,US Dollar,usa"
206/006__1 Cent_usa.jpg,"1 Cent,US Dollar,usa"
206/010__1 Cent_usa.jpg,"1 Cent,US Dollar,usa"
206/025__1 Cent_usa.jpg,"1 Cent,US Dollar,usa"
207/002__5 Cents_usa.jpg,"5 Cents,US Dollar,usa"
207/005__5 Cents_usa.jpg,"5 Cents,US Dollar,usa"
207/009__5 Cents_usa.jpg,"5 Cents,US Dollar,usa"
207/014__5 Cents_usa.jpg,"5 Cents,US Dollar,usa"
208/004__1 Dime_usa.jpg,"1 Dime,US Dollar,usa"
208/010__1 Dime_usa.jpg,"2 Cents,Australian dollar,australia"
208/024__1 Dime_usa.jpg,"1 Dime,US Dollar,usa"
208/029__1 Dime_usa.jpg,"1 Dime,US Dollar,usa"
209/008__1 4 Dollar_usa.jpg,"1 4 Dollar,US Dollar,usa"
209/014__1 4 Dollar_usa.jpg,"1 4 Dollar,US Dollar,usa"
209/023__1 4 Dollar_usa.jpg,"1 4 Dollar,US Dollar,usa"
209/034__1 4 Dollar_usa.jpg,"1 4 Dollar,US Dollar,usa"
21/001__2 Pounds_united_kingdom.jpg,"2 Pounds,British Pound,united_kingdom"
21/026__2 Pounds_united_kingdom.jpg,"2 Pounds,British Pound,united_kingdom"
21/048__2 Pounds_united_kingdom.jpg,"2 Pounds,British Pound,united_kingdom"
21/059__2 Pounds_united_kingdom.jpg,"2 Pounds,British Pound,united_kingdom"
210/007__1 2 Dollar_usa.jpg,"1 2 Dollar,US Dollar,usa"
210/014__1 2 Dollar_usa.jpg,"50 Pence,British Pound,united_kingdom"
210/016__1 2 Dollar_usa.jpg,"1 2 Dollar,US Dollar,usa"
210/022__1 2 Dollar_usa.jpg,"1 2 Dollar,US Dollar,usa"
211/002__1 Dollar_usa.jpg,"1 Dollar,US Dollar,usa"
211/005__1 Dollar_usa.jpg,"1 Dollar,US Dollar,usa"
211/013__1 Dollar_usa.jpg,"1 Dollar,US Dollar,usa"
211/015__1 Dollar_usa.jpg,"1 Dollar,US Dollar,usa"
22/012__1 Cent_canada.jpg,"1 Cent,Canadian Dollar,canada"
22/023__1 Cent_canada.jpg,"10 Cents,Hong Kong dollar,hong_kong"
22/045__1 Cent_canada.jpg,"1 Cent,Canadian Dollar,canada"
22/047__1 Cent_canada.jpg,"1 Cent,Canadian Dollar,canada"
23/030__5 Cents_canada.jpg,"5 Cents,Canadian Dollar,canada"
23/046__5 Cents_canada.jpg,"5 Kronor,Swedish Krona,sweden"
23/047__5 Cents_canada.jpg,"5 Cents,Canadian Dollar,canada"
23/057__5 Cents_canada.jpg,"5 Cents,Canadian Dollar,canada"
24/020__10 Cents_canada.jpg,"10 Cents,Canadian Dollar,canada"
24/024__10 Cents_canada.jpg,"10 Cents,Canadian Dollar,canada"
24/036__10 Cents_canada.jpg,"10 Cents,Canadian Dollar,canada"
24/049__10 Cents_canada.jpg,"10 Cents,Canadian Dollar,canada"
25/028__25 Cents_canada.jpg,"25 Cents,Canadian Dollar,canada"
25/030__25 Cents_canada.jpg,"25 Cents,Canadian Dollar,canada"
25/052__25 Cents_canada.jpg,"25 Cents,Canadian Dollar,canada"
25/057__25 Cents_canada.jpg,"25 Cents,Canadian Dollar,canada"
26/010__50 Cents_canada.jpg,"50 Cents,Canadian Dollar,canada"
26/023__50 Cents_canada.jpg,"50 Cents,Canadian Dollar,canada"
26/045__50 Cents_canada.jpg,"50 Cents,Canadian Dollar,canada"
26/050__50 Cents_canada.jpg,"50 Cents,Canadian Dollar,canada"
27/002__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada"
27/009__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada"
27/034__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada"
27/045__1 Dollar_canada.jpg,"1 Dollar,Canadian Dollar,canada"
28/001__2 Dollars_canada.jpg,"2 Dollars,Canadian Dollar,canada"
28/019__2 Dollars_canada.jpg,"2 Dollars,Canadian Dollar,canada"
28/053__2 Dollars_canada.jpg,"2 Dollars,Canadian Dollar,canada"
28/059__2 Dollars_canada.jpg,"2 Dollars,Canadian Dollar,canada"
29/030__1 Peso_chile.jpg,"5 Rand,South African Rand,south_africa"
29/041__1 Peso_chile.jpg,"1 Peso,Chilean Peso,chile"
29/045__1 Peso_chile.jpg,"5 Pesos,Chilean Peso,chile"
29/050__1 Peso_chile.jpg,"1 Peso,Chilean Peso,chile"
3/016__5 Cents_australia.jpg,"5 Cents,Australian dollar,australia"
3/019__5 Cents_australia.jpg,"1 Dollar,Australian dollar,australia"
3/022__5 Cents_australia.jpg,"5 Cents,Australian dollar,australia"
3/032__5 Cents_australia.jpg,"5 Cents,Australian dollar,australia"
30/014__5 Pesos_chile.jpg,"5 Pesos,Chilean Peso,chile"
30/028__5 Pesos_chile.jpg,"5 Pesos,Chilean Peso,chile"
30/030__5 Pesos_chile.jpg,"5 Pesos,Chilean Peso,chile"
30/038__5 Pesos_chile.jpg,"5 Kopeks,Russian Ruble,russia"
31/005__10 Pesos_chile.jpg,"10 Pesos,Chilean Peso,chile"
31/028__10 Pesos_chile.jpg,"10 Pesos,Chilean Peso,chile"
31/032__10 Pesos_chile.jpg,"10 Pesos,Chilean Peso,chile"
31/049__10 Pesos_chile.jpg,"10 Pesos,Chilean Peso,chile"
32/022__50 Pesos_chile.jpg,"50 Pesos,Chilean Peso,chile"
32/023__50 Pesos_chile.jpg,"50 Pesos,Chilean Peso,chile"
32/028__50 Pesos_chile.jpg,"50 Pesos,Chilean Peso,chile"
32/031__50 Pesos_chile.jpg,"50 Pesos,Chilean Peso,chile"
33/007__100 Pesos_chile.jpg,"100 Pesos,Chilean Peso,chile"
33/021__100 Pesos_chile.jpg,"100 Pesos,Chilean Peso,chile"
33/054__100 Pesos_chile.jpg,"100 Pesos,Chilean Peso,chile"
33/057__100 Pesos_chile.jpg,"100 Pesos,Chilean Peso,chile"
34/011__500 Pesos_chile.jpg,"500 Pesos,Chilean Peso,chile"
34/020__500 Pesos_chile.jpg,"500 Pesos,Chilean Peso,chile"
34/035__500 Pesos_chile.jpg,"500 Pesos,Chilean Peso,chile"
34/048__500 Pesos_chile.jpg,"500 Pesos,Chilean Peso,chile"
35/014__1 Jiao_china.jpg,"1 Jiao,Chinese Yuan Renminbi,china"
35/022__1 Jiao_china.jpg,"1 Jiao,Chinese Yuan Renminbi,china"
35/043__1 Jiao_china.jpg,"1 Jiao,Chinese Yuan Renminbi,china"
35/051__1 Jiao_china.jpg,"1 Jiao,Chinese Yuan Renminbi,china"
36/004__5 Jiao_china.jpg,"5 Jiao,Chinese Yuan Renminbi,china"
36/010__5 Jiao_china.jpg,"5 Jiao,Chinese Yuan Renminbi,china"
36/015__5 Jiao_china.jpg,"5 Jiao,Chinese Yuan Renminbi,china"
36/017__5 Jiao_china.jpg,"5 Jiao,Chinese Yuan Renminbi,china"
37/006__1 Yuan_china.jpg,"1 Yuan,Chinese Yuan Renminbi,china"
37/032__1 Yuan_china.jpg,"1 Yuan,Chinese Yuan Renminbi,china"
37/046__1 Yuan_china.jpg,"1 Yuan,Chinese Yuan Renminbi,china"
37/056__1 Yuan_china.jpg,"1 Yuan,Chinese Yuan Renminbi,china"
38/007__10 Hellers_czech_republic.jpg,"10 Hellers,Czech Koruna,czech_republic"
38/040__10 Hellers_czech_republic.jpg,"10 Hellers,Czech Koruna,czech_republic"
38/054__10 Hellers_czech_republic.jpg,"10 Hellers,Czech Koruna,czech_republic"
38/060__10 Hellers_czech_republic.jpg,"10 Hellers,Czech Koruna,czech_republic"
39/010__20 Hellers_czech_republic.jpg,"20 Hellers,Czech Koruna,czech_republic"
39/011__20 Hellers_czech_republic.jpg,"20 Hellers,Czech Koruna,czech_republic"
39/054__20 Hellers_czech_republic.jpg,"50 Hellers,Czech Koruna,czech_republic"
39/057__20 Hellers_czech_republic.jpg,"20 Hellers,Czech Koruna,czech_republic"
4/013__10 Cents_australia.jpg,"10 Cents,Australian dollar,australia"
4/018__10 Cents_australia.jpg,"10 Cents,Australian dollar,australia"
4/022__10 Cents_australia.jpg,"10 Cents,Australian dollar,australia"
4/032__10 Cents_australia.jpg,"10 Cents,Australian dollar,australia"
40/010__50 Hellers_czech_republic.jpg,"50 Hellers,Czech Koruna,czech_republic"
40/037__50 Hellers_czech_republic.jpg,"50 Hellers,Czech Koruna,czech_republic"
40/038__50 Hellers_czech_republic.jpg,"50 Hellers,Czech Koruna,czech_republic"
40/039__50 Hellers_czech_republic.jpg,"20 Hellers,Czech Koruna,czech_republic"
41/007__1 Koruna_czech_republic.jpg,"1 Koruna,Czech Koruna,czech_republic"
41/026__1 Koruna_czech_republic.jpg,"1 Koruna,Czech Koruna,czech_republic"
41/039__1 Koruna_czech_republic.jpg,"1 Koruna,Czech Koruna,czech_republic"
41/042__1 Koruna_czech_republic.jpg,"1 Koruna,Czech Koruna,czech_republic"
42/024__2 Koruny_czech_republic.jpg,"2 Koruny,Czech Koruna,czech_republic"
42/048__2 Koruny_czech_republic.jpg,"2 Koruny,Czech Koruna,czech_republic"
42/049__2 Koruny_czech_republic.jpg,"2 Koruny,Czech Koruna,czech_republic"
42/052__2 Koruny_czech_republic.jpg,"2 Koruny,Czech Koruna,czech_republic"
43/013__5 Korun_czech_republic.jpg,"5 Korun,Czech Koruna,czech_republic"
43/018__5 Korun_czech_republic.jpg,"5 Korun,Czech Koruna,czech_republic"
43/039__5 Korun_czech_republic.jpg,"5 Korun,Czech Koruna,czech_republic"
43/044__5 Korun_czech_republic.jpg,"5 Korun,Czech Koruna,czech_republic"
44/011__10 Korun_czech_republic.jpg,"10 Korun,Czech Koruna,czech_republic"
44/016__10 Korun_czech_republic.jpg,"10 Korun,Czech Koruna,czech_republic"
44/021__10 Korun_czech_republic.jpg,"10 Korun,Czech Koruna,czech_republic"
44/025__10 Korun_czech_republic.jpg,"10 Korun,Czech Koruna,czech_republic"
45/013__20 Korun_czech_republic.jpg,"20 Korun,Czech Koruna,czech_republic"
45/014__20 Korun_czech_republic.jpg,"20 Korun,Czech Koruna,czech_republic"
45/026__20 Korun_czech_republic.jpg,"20 Korun,Czech Koruna,czech_republic"
45/030__20 Korun_czech_republic.jpg,"20 Korun,Czech Koruna,czech_republic"
46/001__50 Korun_czech_republic.jpg,"50 Korun,Czech Koruna,czech_republic"
46/022__50 Korun_czech_republic.jpg,"50 Korun,Czech Koruna,czech_republic"
46/023__50 Korun_czech_republic.jpg,"50 Korun,Czech Koruna,czech_republic"
46/035__50 Korun_czech_republic.jpg,"50 Korun,Czech Koruna,czech_republic"
47/006__25 Ore_denmark.jpg,"25 Ore,Danish Krone,denmark"
47/019__25 Ore_denmark.jpg,"25 Ore,Danish Krone,denmark"
47/030__25 Ore_denmark.jpg,"25 Ore,Danish Krone,denmark"
47/035__25 Ore_denmark.jpg,"2 Kroner,Danish Krone,denmark"
48/014__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark"
48/026__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark"
48/028__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark"
48/035__50 Ore_denmark.jpg,"50 Ore,Danish Krone,denmark"
49/010__1 Krone_denmark.jpg,"1 Krone,Danish Krone,denmark"
49/032__1 Krone_denmark.jpg,"10 Cents,Canadian Dollar,canada"
49/033__1 Krone_denmark.jpg,"2 Kroner,Danish Krone,denmark"
49/035__1 Krone_denmark.jpg,"1 Krone,Danish Krone,denmark"
5/009__20 Cents_australia.jpg,"20 Cents,Australian dollar,australia"
5/020__20 Cents_australia.jpg,"20 Cents,Australian dollar,australia"
5/021__20 Cents_australia.jpg,"20 Cents,Australian dollar,australia"
5/022__20 Cents_australia.jpg,"1 Dollar,Australian dollar,australia"
50/003__2 Kroner_denmark.jpg,"5 Kroner,Danish Krone,denmark"
50/020__2 Kroner_denmark.jpg,"5 Kroner,Danish Krone,denmark"
50/026__2 Kroner_denmark.jpg,"2 Kroner,Danish Krone,denmark"
50/035__2 Kroner_denmark.jpg,"1 Krone,Danish Krone,denmark"
51/019__5 Kroner_denmark.jpg,"5 Kroner,Danish Krone,denmark"
51/027__5 Kroner_denmark.jpg,"5 Kroner,Danish Krone,denmark"
51/028__5 Kroner_denmark.jpg,"5 Kroner,Danish Krone,denmark"
51/030__5 Kroner_denmark.jpg,"5 Kroner,Danish Krone,denmark"
52/002__10 Kroner_denmark.jpg,"10 Kroner,Danish Krone,denmark"
52/003__10 Kroner_denmark.jpg,"10 Kroner,Danish Krone,denmark"
52/023__10 Kroner_denmark.jpg,"20 Kroner,Danish Krone,denmark"
52/035__10 Kroner_denmark.jpg,"10 Kroner,Danish Krone,denmark"
53/014__20 Kroner_denmark.jpg,"20 Kroner,Danish Krone,denmark"
53/021__20 Kroner_denmark.jpg,"20 Kroner,Danish Krone,denmark"
53/023__20 Kroner_denmark.jpg,"20 Kroner,Danish Krone,denmark"
53/032__20 Kroner_denmark.jpg,"10 Kroner,Danish Krone,denmark"
54/013__1 euro Cent_spain.jpg,"1 euro Cent,Euro,spain"
54/025__1 euro Cent_spain.jpg,"1 Euro,Euro,spain"
54/028__1 euro Cent_spain.jpg,"5 euro Cent,Euro,spain"
54/030__1 euro Cent_spain.jpg,"5 euro Cent,Euro,spain"
55/015__2 euro Cent_spain.jpg,"2 euro Cent,Euro,spain"
55/020__2 euro Cent_spain.jpg,"5 euro Cent,Euro,spain"
55/024__2 euro Cent_spain.jpg,"2 Euro,Euro,spain"
55/034__2 euro Cent_spain.jpg,"5 euro Cent,Euro,spain"
56/002__5 euro Cent_spain.jpg,"5 euro Cent,Euro,spain"
56/005__5 euro Cent_spain.jpg,"2 euro Cent,Euro,spain"
56/008__5 euro Cent_spain.jpg,"5 euro Cent,Euro,spain"
56/025__5 euro Cent_spain.jpg,"2 euro Cent,Euro,spain"
57/016__10 euro Cent_spain.jpg,"10 euro Cent,Euro,spain"
57/022__10 euro Cent_spain.jpg,"20 euro Cent,Euro,spain"
57/031__10 euro Cent_spain.jpg,"10 euro Cent,Euro,spain"
57/032__10 euro Cent_spain.jpg,"20 euro Cent,Euro,spain"
58/006__20 euro Cent_spain.jpg,"20 euro Cent,Euro,spain"
58/012__20 euro Cent_spain.jpg,"20 euro Cent,Euro,spain"
58/022__20 euro Cent_spain.jpg,"20 euro Cent,Euro,spain"
58/028__20 euro Cent_spain.jpg,"20 euro Cent,Euro,spain"
59/004__50 euro Cent_spain.jpg,"20 euro Cent,Euro,spain"
59/012__50 euro Cent_spain.jpg,"50 euro Cent,Euro,spain"
59/014__50 euro Cent_spain.jpg,"50 euro Cent,Euro,spain"
59/022__50 euro Cent_spain.jpg,"50 euro Cent,Euro,spain"
6/008__50 Cents_australia.jpg,"50 Pence,British Pound,united_kingdom"
6/013__50 Cents_australia.jpg,"50 Cents,Australian dollar,australia"
6/018__50 Cents_australia.jpg,"50 Cents,Australian dollar,australia"
6/021__50 Cents_australia.jpg,"50 Cents,Australian dollar,australia"
60/009__1 Euro_spain.jpg,"1 Euro,Euro,spain"
60/013__1 Euro_spain.jpg,"1 euro Cent,Euro,spain"
60/020__1 Euro_spain.jpg,"1 euro Cent,Euro,spain"
60/031__1 Euro_spain.jpg,"5 euro Cent,Euro,spain"
61/013__2 Euro_spain.jpg,"2 Euro,Euro,spain"
61/018__2 Euro_spain.jpg,"2 euro Cent,Euro,spain"
61/026__2 Euro_spain.jpg,"2 euro Cent,Euro,spain"
61/032__2 Euro_spain.jpg,"2 euro Cent,Euro,spain"
62/019__10 Cents_hong_kong.jpg,"10 Cents,Hong Kong dollar,hong_kong"
62/021__10 Cents_hong_kong.jpg,"10 Cents,Hong Kong dollar,hong_kong"
62/025__10 Cents_hong_kong.jpg,"10 Cents,Hong Kong dollar,hong_kong"
62/028__10 Cents_hong_kong.jpg,"10 Cents,Hong Kong dollar,hong_kong"
63/005__50 Cents_hong_kong.jpg,"50 Cents,Hong Kong dollar,hong_kong"
63/014__50 Cents_hong_kong.jpg,"50 Cents,Hong Kong dollar,hong_kong"
63/017__50 Cents_hong_kong.jpg,"5 Dollars,Hong Kong dollar,hong_kong"
63/019__50 Cents_hong_kong.jpg,"50 Cents,Hong Kong dollar,hong_kong"
64/003__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong"
64/027__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong"
64/031__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong"
64/033__1 Dollar_hong_kong.jpg,"1 Dollar,Hong Kong dollar,hong_kong"
65/005__2 Dollars_hong_kong.jpg,"2 Dollars,Hong Kong dollar,hong_kong"
65/009__2 Dollars_hong_kong.jpg,"2 Dollars,Hong Kong dollar,hong_kong"
65/015__2 Dollars_hong_kong.jpg,"2 Dollars,Hong Kong dollar,hong_kong"
65/023__2 Dollars_hong_kong.jpg,"2 Dollars,Hong Kong dollar,hong_kong"
66/009__5 Dollars_hong_kong.jpg,"5 Dollars,Hong Kong dollar,hong_kong"
66/020__5 Dollars_hong_kong.jpg,"5 Dollars,Hong Kong dollar,hong_kong"
66/022__5 Dollars_hong_kong.jpg,"5 Dollars,Hong Kong dollar,hong_kong"
66/036__5 Dollars_hong_kong.jpg,"5 Dollars,Hong Kong dollar,hong_kong"
67/005__1 Forint_hungary.jpg,"1 Forint,Hungarian Forint,hungary"
67/012__1 Forint_hungary.jpg,"1 Forint,Hungarian Forint,hungary"
67/029__1 Forint_hungary.jpg,"10 Cents,Canadian Dollar,canada"
67/033__1 Forint_hungary.jpg,"50 Dollars,taiwan Dollar,taiwan"
68/013__2 Forint_hungary.jpg,"2 Forint,Hungarian Forint,hungary"
68/022__2 Forint_hungary.jpg,"2 Forint,Hungarian Forint,hungary"
68/027__2 Forint_hungary.jpg,"2 Forint,Hungarian Forint,hungary"
68/031__2 Forint_hungary.jpg,"50 Yen,Japanese Yen,japan"
